project_name,functional_unit,metal,production_route,recycled_content_pct,electricity_kWh_per_FU,electricity_grid_region,fuel_MJ_per_FU,fuel_type,transport_mode,transport_distance_km,process_yield_pct,end_of_life_recycle_rate_pct,product_lifetime_years,region,data_confidence
Al-proj-1438,1 tonne,Aluminium,primary,41,3145,CN-Grid,1055,natural_gas,rail,739,90,40,49,Europe,extracted
Co-proj-1439,1 tonne,Copper,secondary,73,4259,US-Grid,1773,oil,rail,657,87,94,43,Europe,predicted
Al-proj-1440,1 tonne,Aluminium,primary,40,3452,IN-Grid,52,natural_gas,truck,1290,94,51,20,India,user
Al-proj-1441,1 tonne,Aluminium,secondary,58,3599,CN-Grid,416,oil,rail,910,94,31,8,Europe,user
Al-proj-1442,1 tonne,Aluminium,secondary,72,4669,CN-Grid,1971,coal,rail,763,89,79,7,USA,predicted
Co-proj-1443,1 tonne,Copper,mix,52,4282,CN-Grid,479,coal,rail,580,88,22,18,China,user
Al-proj-1444,1 tonne,Aluminium,mix,27,1897,US-Grid,1581,coal,ship,403,94,84,31,Europe,predicted
Al-proj-1445,1 tonne,Aluminium,primary,73,7712,CN-Grid,287,oil,ship,1911,88,36,32,China,user
Co-proj-1446,1 tonne,Copper,primary,35,5794,EU-Grid,1021,oil,rail,1598,94,24,37,Europe,predicted
Al-proj-1447,1 tonne,Aluminium,secondary,64,2184,US-Grid,397,oil,rail,776,88,74,39,China,predicted
Co-proj-1448,1 tonne,Copper,primary,43,3188,CN-Grid,1184,coal,ship,1268,85,64,48,Europe,extracted
Co-proj-1449,1 tonne,Copper,mix,75,7613,EU-Grid,1897,natural_gas,ship,1457,92,61,28,Europe,predicted
Co-proj-1450,1 tonne,Copper,primary,33,19871,EU-Grid,610,natural_gas,truck,585,87,42,31,Europe,extracted
Al-proj-1451,1 tonne,Aluminium,mix,76,2237,IN-Grid,1553,natural_gas,ship,1541,85,77,5,China,user
Co-proj-1452,1 tonne,Copper,secondary,26,4042,US-Grid,1061,oil,ship,681,87,67,40,India,predicted
Co-proj-1453,1 tonne,Copper,primary,64,16561,EU-Grid,714,biomass,rail,109,94,89,27,India,extracted
Co-proj-1454,1 tonne,Copper,mix,72,2398,IN-Grid,1046,oil,rail,691,98,63,8,China,user
Co-proj-1455,1 tonne,Copper,secondary,48,4251,EU-Grid,1144,coal,ship,1414,90,78,31,USA,predicted
Co-proj-1456,1 tonne,Copper,primary,34,11185,CN-Grid,1445,oil,ship,1380,93,53,35,Europe,extracted
Co-proj-1457,1 tonne,Copper,secondary,83,7791,IN-Grid,148,biomass,rail,1708,90,25,20,India,predicted
Al-proj-1458,1 tonne,Aluminium,secondary,31,2676,CN-Grid,1800,oil,ship,407,91,90,26,Europe,user
Co-proj-1459,1 tonne,Copper,secondary,72,4756,US-Grid,1422,oil,ship,363,99,34,47,China,user
Co-proj-1460,1 tonne,Copper,primary,48,9114,EU-Grid,1728,biomass,rail,1913,85,75,42,USA,extracted
Co-proj-1461,1 tonne,Copper,primary,65,7068,EU-Grid,697,biomass,rail,1148,92,74,40,Europe,predicted
Co-proj-1462,1 tonne,Copper,mix,49,3488,US-Grid,819,natural_gas,rail,1278,98,66,22,USA,predicted
Co-proj-1463,1 tonne,Copper,mix,48,3037,US-Grid,1995,biomass,truck,1338,85,36,41,Europe,extracted
Co-proj-1464,1 tonne,Copper,secondary,37,5077,EU-Grid,1551,natural_gas,truck,981,96,32,30,USA,extracted
Co-proj-1465,1 tonne,Copper,mix,63,6046,US-Grid,1607,biomass,truck,819,94,57,38,China,extracted
Al-proj-1466,1 tonne,Aluminium,secondary,45,1589,CN-Grid,809,oil,truck,830,85,63,16,India,predicted
Al-proj-1467,1 tonne,Aluminium,primary,42,7549,IN-Grid,1132,oil,rail,1947,90,70,44,Europe,predicted
Al-proj-1468,1 tonne,Aluminium,mix,21,2509,IN-Grid,1247,coal,ship,267,99,53,6,USA,user
Co-proj-1469,1 tonne,Copper,mix,55,6905,IN-Grid,509,natural_gas,rail,182,88,40,24,China,predicted
Co-proj-1470,1 tonne,Copper,secondary,82,7015,CN-Grid,1500,natural_gas,ship,1952,95,87,50,Europe,user
Co-proj-1471,1 tonne,Copper,secondary,71,2939,US-Grid,595,coal,rail,1384,85,83,44,India,predicted
Co-proj-1472,1 tonne,Copper,primary,64,13597,EU-Grid,536,natural_gas,truck,290,94,60,30,USA,extracted
Al-proj-1473,1 tonne,Aluminium,secondary,72,2359,US-Grid,283,oil,rail,141,90,45,36,USA,user
Al-proj-1474,1 tonne,Aluminium,primary,69,2966,IN-Grid,1174,natural_gas,truck,1640,93,51,17,India,user
Co-proj-1475,1 tonne,Copper,mix,75,7884,EU-Grid,1158,biomass,truck,1360,91,31,11,China,extracted
Co-proj-1476,1 tonne,Copper,mix,88,6676,US-Grid,1304,biomass,truck,1896,99,34,48,China,extracted
Al-proj-1477,1 tonne,Aluminium,mix,51,2931,US-Grid,1986,coal,ship,94,86,84,28,USA,predicted
Co-proj-1478,1 tonne,Copper,primary,59,4889,IN-Grid,1907,coal,ship,1869,87,78,30,India,predicted
Al-proj-1479,1 tonne,Aluminium,mix,48,4775,EU-Grid,1311,coal,ship,263,99,72,11,China,user
Al-proj-1480,1 tonne,Aluminium,secondary,79,2063,EU-Grid,1908,oil,ship,769,94,55,44,India,extracted
Co-proj-1481,1 tonne,Copper,mix,23,5564,IN-Grid,1167,natural_gas,ship,1940,88,71,19,USA,user
Co-proj-1482,1 tonne,Copper,secondary,39,7185,EU-Grid,1681,oil,ship,1300,86,83,45,Europe,predicted
Co-proj-1483,1 tonne,Copper,secondary,46,2189,IN-Grid,1185,coal,truck,477,85,49,14,USA,predicted
Al-proj-1484,1 tonne,Aluminium,primary,79,3207,EU-Grid,1330,biomass,truck,1044,88,59,31,Europe,predicted
Co-proj-1485,1 tonne,Copper,primary,36,4527,IN-Grid,493,natural_gas,rail,1189,99,34,15,China,user
Al-proj-1486,1 tonne,Aluminium,primary,81,2438,IN-Grid,1382,coal,rail,1069,97,62,5,Europe,user
Al-proj-1487,1 tonne,Aluminium,secondary,89,765,CN-Grid,498,coal,truck,932,94,27,13,Europe,extracted
Al-proj-1488,1 tonne,Aluminium,primary,29,7522,EU-Grid,1984,biomass,rail,1838,93,58,21,Europe,user
Co-proj-1489,1 tonne,Copper,primary,69,19253,CN-Grid,699,oil,rail,636,87,74,50,China,user
Co-proj-1490,1 tonne,Copper,primary,52,15663,CN-Grid,185,natural_gas,ship,532,97,28,33,India,user
Al-proj-1491,1 tonne,Aluminium,secondary,38,4915,IN-Grid,309,coal,rail,1931,94,28,17,China,extracted
Al-proj-1492,1 tonne,Aluminium,mix,36,1155,EU-Grid,927,coal,truck,902,93,95,40,Europe,extracted
Al-proj-1493,1 tonne,Aluminium,primary,76,11792,IN-Grid,1062,oil,truck,118,88,64,22,USA,user
Al-proj-1494,1 tonne,Aluminium,primary,33,12443,CN-Grid,426,natural_gas,ship,1487,94,21,20,Europe,extracted
Al-proj-1495,1 tonne,Aluminium,mix,58,4435,CN-Grid,1270,natural_gas,ship,79,87,64,11,Europe,predicted
Al-proj-1496,1 tonne,Aluminium,mix,26,2241,CN-Grid,1648,oil,ship,1961,91,22,30,China,extracted
Co-proj-1497,1 tonne,Copper,secondary,25,3794,IN-Grid,902,natural_gas,rail,1774,92,76,24,Europe,predicted
Co-proj-1498,1 tonne,Copper,mix,86,3888,US-Grid,786,biomass,ship,431,98,24,25,India,extracted
Al-proj-1499,1 tonne,Aluminium,primary,30,5096,CN-Grid,169,oil,ship,1291,92,50,33,Europe,user
Co-proj-1500,1 tonne,Copper,primary,63,10363,CN-Grid,394,coal,rail,73,95,46,27,China,user
Al-proj-1501,1 tonne,Aluminium,mix,45,4353,IN-Grid,552,natural_gas,ship,1766,90,77,18,USA,user
Co-proj-1502,1 tonne,Copper,secondary,55,2386,IN-Grid,888,oil,truck,843,98,86,11,USA,extracted
Al-proj-1503,1 tonne,Aluminium,secondary,51,1929,EU-Grid,847,natural_gas,ship,1576,99,52,48,Europe,extracted
Co-proj-1504,1 tonne,Copper,mix,66,2837,EU-Grid,1311,oil,ship,107,86,82,24,Europe,predicted
Al-proj-1505,1 tonne,Aluminium,secondary,61,1959,CN-Grid,1829,oil,rail,455,96,20,42,China,predicted
Co-proj-1506,1 tonne,Copper,secondary,90,7573,US-Grid,950,natural_gas,rail,274,92,54,13,China,extracted
Co-proj-1507,1 tonne,Copper,secondary,63,2825,US-Grid,938,oil,ship,912,93,64,47,India,predicted
Co-proj-1508,1 tonne,Copper,primary,24,6214,US-Grid,1570,oil,ship,90,94,23,36,China,predicted
Co-proj-1509,1 tonne,Copper,secondary,63,6734,US-Grid,1955,natural_gas,rail,1579,90,36,8,India,extracted
Al-proj-1510,1 tonne,Aluminium,primary,21,2645,IN-Grid,1771,biomass,ship,427,94,29,40,USA,user
Co-proj-1511,1 tonne,Copper,primary,21,2628,CN-Grid,150,natural_gas,rail,822,89,53,8,India,predicted
Co-proj-1512,1 tonne,Copper,secondary,36,1247,IN-Grid,1573,biomass,rail,1736,93,46,5,China,user
Co-proj-1513,1 tonne,Copper,mix,79,3365,CN-Grid,707,biomass,truck,1094,95,60,15,China,extracted
Al-proj-1514,1 tonne,Aluminium,mix,70,1133,US-Grid,1830,biomass,ship,1486,89,81,8,USA,user
Co-proj-1515,1 tonne,Copper,primary,75,13826,CN-Grid,450,coal,rail,1469,95,20,42,USA,predicted
Al-proj-1516,1 tonne,Aluminium,mix,27,4678,IN-Grid,321,oil,truck,251,92,71,44,China,extracted
Al-proj-1517,1 tonne,Aluminium,mix,72,4448,IN-Grid,362,coal,truck,1738,97,28,16,India,user
Al-proj-1518,1 tonne,Aluminium,primary,33,13275,EU-Grid,1431,coal,truck,469,87,88,22,India,extracted
Al-proj-1519,1 tonne,Aluminium,secondary,22,4110,CN-Grid,1121,biomass,rail,931,88,79,37,USA,user
Co-proj-1520,1 tonne,Copper,primary,77,9974,CN-Grid,166,natural_gas,truck,1437,91,45,36,China,extracted
Co-proj-1521,1 tonne,Copper,secondary,76,4717,US-Grid,1590,biomass,rail,361,90,46,5,India,predicted
Al-proj-1522,1 tonne,Aluminium,mix,20,3578,IN-Grid,315,biomass,truck,362,97,35,5,India,predicted
Co-proj-1523,1 tonne,Copper,primary,40,5264,IN-Grid,1728,natural_gas,rail,651,91,64,48,Europe,extracted
Al-proj-1524,1 tonne,Aluminium,mix,43,1325,EU-Grid,641,oil,truck,912,88,83,29,Europe,user
Co-proj-1525,1 tonne,Copper,mix,86,3240,EU-Grid,229,oil,ship,227,94,40,29,India,user
Al-proj-1526,1 tonne,Aluminium,secondary,40,4655,US-Grid,1804,biomass,truck,106,97,20,24,Europe,user
Al-proj-1527,1 tonne,Aluminium,secondary,83,2378,CN-Grid,1116,oil,truck,1164,93,20,44,China,predicted
Co-proj-1528,1 tonne,Copper,mix,76,5575,CN-Grid,1867,biomass,ship,1986,85,24,45,Europe,user
Co-proj-1529,1 tonne,Copper,mix,34,6925,IN-Grid,1218,coal,truck,261,89,75,32,Europe,user
Al-proj-1530,1 tonne,Aluminium,secondary,69,4850,EU-Grid,1938,oil,truck,1500,92,29,46,China,extracted
Al-proj-1531,1 tonne,Aluminium,secondary,56,1109,IN-Grid,691,oil,rail,1967,92,27,25,Europe,extracted
Al-proj-1532,1 tonne,Aluminium,primary,28,11089,CN-Grid,1553,natural_gas,rail,909,95,41,22,India,user
Al-proj-1533,1 tonne,Aluminium,mix,78,1673,US-Grid,572,natural_gas,ship,1424,89,24,46,Europe,extracted
Co-proj-1534,1 tonne,Copper,primary,66,17210,US-Grid,336,biomass,truck,1195,99,35,21,USA,extracted
Co-proj-1535,1 tonne,Copper,mix,21,7090,IN-Grid,1365,coal,rail,1201,98,29,45,USA,predicted
Co-proj-1536,1 tonne,Copper,mix,44,7700,US-Grid,346,oil,truck,1689,93,71,33,China,extracted
Co-proj-1537,1 tonne,Copper,primary,73,15035,CN-Grid,392,oil,ship,93,96,73,39,Europe,predicted
Al-proj-1538,1 tonne,Aluminium,secondary,35,1499,IN-Grid,987,natural_gas,truck,793,89,30,23,India,predicted
Al-proj-1539,1 tonne,Aluminium,primary,42,12767,US-Grid,1112,natural_gas,rail,1422,90,51,17,Europe,extracted
Co-proj-1540,1 tonne,Copper,secondary,28,899,US-Grid,1182,natural_gas,rail,1111,97,88,8,Europe,user
Co-proj-1541,1 tonne,Copper,secondary,60,5368,IN-Grid,1625,natural_gas,truck,92,91,90,10,Europe,predicted
Co-proj-1542,1 tonne,Copper,mix,24,4675,CN-Grid,310,biomass,rail,1392,91,51,5,China,user
Al-proj-1543,1 tonne,Aluminium,mix,34,3729,EU-Grid,1396,natural_gas,truck,1167,99,49,41,Europe,predicted
Al-proj-1544,1 tonne,Aluminium,secondary,83,2531,CN-Grid,1515,natural_gas,rail,1048,99,27,18,China,predicted
Al-proj-1545,1 tonne,Aluminium,mix,65,2973,IN-Grid,951,coal,rail,1285,95,43,30,Europe,predicted
Co-proj-1546,1 tonne,Copper,primary,53,7647,CN-Grid,1275,coal,truck,1537,87,75,12,India,extracted
Al-proj-1547,1 tonne,Aluminium,mix,56,3709,EU-Grid,1584,oil,truck,940,90,56,15,USA,user
Al-proj-1548,1 tonne,Aluminium,mix,53,4986,IN-Grid,683,coal,truck,1960,95,39,25,India,predicted
Co-proj-1549,1 tonne,Copper,mix,32,3986,US-Grid,1942,coal,rail,1589,95,37,48,India,predicted
Al-proj-1550,1 tonne,Aluminium,secondary,55,3853,EU-Grid,693,biomass,ship,1410,95,40,29,Europe,extracted
Co-proj-1551,1 tonne,Copper,mix,57,4579,IN-Grid,571,biomass,ship,248,89,53,10,China,predicted
Co-proj-1552,1 tonne,Copper,mix,72,7363,CN-Grid,1358,natural_gas,truck,1641,97,46,15,China,predicted
Al-proj-1553,1 tonne,Aluminium,secondary,51,4450,EU-Grid,1217,biomass,rail,1118,90,71,29,India,predicted
Co-proj-1554,1 tonne,Copper,primary,45,19988,US-Grid,122,oil,ship,328,92,31,21,China,extracted
Co-proj-1555,1 tonne,Copper,primary,41,2469,EU-Grid,770,natural_gas,truck,835,96,66,25,India,user
Co-proj-1556,1 tonne,Copper,primary,29,24228,EU-Grid,180,coal,truck,976,92,90,44,China,predicted
Al-proj-1557,1 tonne,Aluminium,primary,58,4425,US-Grid,1434,biomass,truck,1778,88,26,24,China,predicted
Al-proj-1558,1 tonne,Aluminium,secondary,48,2989,EU-Grid,1538,oil,rail,1279,94,85,15,India,extracted
Al-proj-1559,1 tonne,Aluminium,mix,90,4702,EU-Grid,557,natural_gas,truck,1653,86,65,36,India,user
Al-proj-1560,1 tonne,Aluminium,primary,63,1051,CN-Grid,79,oil,rail,766,98,63,24,Europe,user
Co-proj-1561,1 tonne,Copper,secondary,38,2582,US-Grid,1738,natural_gas,rail,1534,93,67,47,USA,predicted
Al-proj-1562,1 tonne,Aluminium,mix,68,2138,EU-Grid,519,oil,ship,782,94,91,41,Europe,user
Co-proj-1563,1 tonne,Copper,mix,42,1921,US-Grid,724,biomass,rail,1446,92,68,11,India,user
Al-proj-1564,1 tonne,Aluminium,primary,70,9028,EU-Grid,1854,natural_gas,ship,835,99,56,8,Europe,user
Co-proj-1565,1 tonne,Copper,primary,68,6715,EU-Grid,413,oil,ship,1101,87,26,14,Europe,predicted
Al-proj-1566,1 tonne,Aluminium,primary,79,13675,CN-Grid,1456,natural_gas,ship,1661,94,35,46,India,user
Al-proj-1567,1 tonne,Aluminium,secondary,82,4642,EU-Grid,1678,biomass,rail,1357,95,26,6,Europe,user
Co-proj-1568,1 tonne,Copper,primary,31,6637,US-Grid,1590,biomass,truck,51,91,43,32,India,predicted
Co-proj-1569,1 tonne,Copper,mix,42,7398,IN-Grid,51,natural_gas,rail,672,94,20,24,USA,user
Co-proj-1570,1 tonne,Copper,secondary,61,1407,EU-Grid,632,natural_gas,truck,1563,93,91,20,China,extracted
Al-proj-1571,1 tonne,Aluminium,mix,42,1668,US-Grid,733,coal,ship,398,96,73,5,China,predicted
Co-proj-1572,1 tonne,Copper,mix,45,2260,EU-Grid,1277,natural_gas,ship,589,87,36,50,Europe,user
Co-proj-1573,1 tonne,Copper,secondary,53,4368,CN-Grid,510,coal,rail,1196,91,83,34,India,predicted
Al-proj-1574,1 tonne,Aluminium,primary,40,13558,IN-Grid,1554,biomass,truck,357,87,87,12,USA,user
Al-proj-1575,1 tonne,Aluminium,mix,60,2484,US-Grid,1092,coal,ship,1840,86,37,42,India,extracted
Co-proj-1576,1 tonne,Copper,mix,50,6597,US-Grid,1626,coal,ship,647,86,29,20,India,user
Co-proj-1577,1 tonne,Copper,mix,78,1921,CN-Grid,1641,natural_gas,truck,1542,99,30,50,USA,predicted
Co-proj-1578,1 tonne,Copper,primary,73,22401,IN-Grid,879,coal,rail,247,86,70,31,China,user
Co-proj-1579,1 tonne,Copper,primary,66,8109,US-Grid,761,natural_gas,rail,1458,86,66,34,China,user
Al-proj-1580,1 tonne,Aluminium,secondary,77,4550,US-Grid,1941,oil,ship,771,93,85,41,USA,extracted
Co-proj-1581,1 tonne,Copper,mix,41,3602,CN-Grid,322,oil,truck,311,96,63,8,USA,predicted
Co-proj-1582,1 tonne,Copper,mix,71,6781,EU-Grid,1463,oil,rail,1730,93,78,38,USA,extracted
Al-proj-1583,1 tonne,Aluminium,secondary,73,1217,IN-Grid,177,oil,ship,632,94,62,30,USA,predicted
Co-proj-1584,1 tonne,Copper,primary,28,19516,IN-Grid,1170,oil,truck,1632,85,40,17,Europe,user
Co-proj-1585,1 tonne,Copper,primary,42,21764,US-Grid,1902,oil,truck,979,91,37,21,USA,predicted
Co-proj-1586,1 tonne,Copper,mix,61,5825,CN-Grid,1622,oil,rail,1545,95,44,16,China,user
Co-proj-1587,1 tonne,Copper,mix,89,3882,IN-Grid,112,oil,rail,1390,98,31,44,Europe,predicted
Co-proj-1588,1 tonne,Copper,primary,28,11887,US-Grid,1823,biomass,rail,689,91,64,36,India,extracted
Co-proj-1589,1 tonne,Copper,secondary,37,2354,CN-Grid,480,natural_gas,truck,973,94,91,19,Europe,extracted
Al-proj-1590,1 tonne,Aluminium,secondary,42,1878,EU-Grid,1364,oil,rail,429,87,56,20,Europe,user
Co-proj-1591,1 tonne,Copper,primary,23,11515,CN-Grid,277,oil,ship,1079,93,69,33,USA,user
Co-proj-1592,1 tonne,Copper,secondary,73,2096,US-Grid,534,biomass,rail,1309,93,89,36,India,predicted
Co-proj-1593,1 tonne,Copper,secondary,67,6582,EU-Grid,372,coal,ship,1084,93,55,35,USA,predicted
Co-proj-1594,1 tonne,Copper,primary,53,24568,EU-Grid,1064,biomass,ship,1362,95,62,42,India,user
Co-proj-1595,1 tonne,Copper,secondary,74,4149,EU-Grid,443,biomass,ship,1310,90,63,35,Europe,predicted
Al-proj-1596,1 tonne,Aluminium,mix,40,4015,EU-Grid,834,oil,truck,1818,97,25,28,India,extracted
Al-proj-1597,1 tonne,Aluminium,secondary,24,2218,CN-Grid,1276,biomass,rail,1755,91,24,35,India,predicted
Co-proj-1598,1 tonne,Copper,primary,56,23510,EU-Grid,1494,biomass,rail,1777,90,89,44,USA,predicted
Al-proj-1599,1 tonne,Aluminium,mix,80,1470,EU-Grid,170,oil,truck,1737,85,29,43,USA,extracted
Al-proj-1600,1 tonne,Aluminium,primary,77,10079,EU-Grid,1769,oil,ship,782,95,84,32,USA,predicted
Al-proj-1601,1 tonne,Aluminium,primary,60,6238,IN-Grid,493,oil,truck,1770,85,27,33,Europe,extracted
Co-proj-1602,1 tonne,Copper,primary,82,2004,CN-Grid,566,biomass,truck,667,92,29,37,China,user
Co-proj-1603,1 tonne,Copper,primary,88,3585,IN-Grid,643,natural_gas,ship,555,87,79,18,China,user
Co-proj-1604,1 tonne,Copper,secondary,80,3043,US-Grid,675,oil,rail,1838,95,75,10,China,user
Al-proj-1605,1 tonne,Aluminium,secondary,44,4361,CN-Grid,522,oil,truck,1978,99,77,44,USA,user
Al-proj-1606,1 tonne,Aluminium,secondary,27,4062,IN-Grid,1536,coal,ship,807,99,88,34,China,predicted
Al-proj-1607,1 tonne,Aluminium,primary,61,9441,US-Grid,1512,natural_gas,ship,1652,97,64,13,China,predicted
Al-proj-1608,1 tonne,Aluminium,mix,77,1139,EU-Grid,1491,coal,truck,892,88,73,16,USA,predicted
Co-proj-1609,1 tonne,Copper,secondary,63,1694,IN-Grid,734,coal,ship,425,94,57,30,China,predicted
Co-proj-1610,1 tonne,Copper,secondary,57,3192,US-Grid,1326,coal,truck,1905,87,81,9,Europe,user
Al-proj-1611,1 tonne,Aluminium,primary,65,4220,US-Grid,513,biomass,truck,767,92,70,27,USA,predicted
Al-proj-1612,1 tonne,Aluminium,mix,32,3112,IN-Grid,258,oil,ship,165,86,92,50,China,user
Co-proj-1613,1 tonne,Copper,secondary,76,7996,US-Grid,458,coal,ship,1459,90,93,15,China,extracted
Al-proj-1614,1 tonne,Aluminium,secondary,66,1040,CN-Grid,183,oil,rail,210,93,41,50,China,user
Al-proj-1615,1 tonne,Aluminium,mix,78,4116,EU-Grid,613,natural_gas,ship,1806,93,28,31,USA,user
Al-proj-1616,1 tonne,Aluminium,primary,26,10450,US-Grid,236,biomass,truck,1302,98,21,15,China,user
Al-proj-1617,1 tonne,Aluminium,primary,73,11143,US-Grid,1726,natural_gas,ship,1353,95,51,11,India,user
Al-proj-1618,1 tonne,Aluminium,secondary,74,622,US-Grid,1126,oil,truck,1828,97,92,47,China,user
Al-proj-1619,1 tonne,Aluminium,secondary,72,1964,IN-Grid,281,natural_gas,truck,677,90,69,20,USA,extracted
Co-proj-1620,1 tonne,Copper,primary,81,22718,IN-Grid,1287,coal,truck,87,98,43,11,China,predicted
Co-proj-1621,1 tonne,Copper,secondary,89,5791,US-Grid,626,oil,rail,1933,97,74,19,India,predicted
Co-proj-1622,1 tonne,Copper,primary,84,20545,EU-Grid,229,oil,truck,641,85,58,41,Europe,predicted
Co-proj-1623,1 tonne,Copper,mix,79,7900,IN-Grid,550,oil,ship,1376,87,73,46,Europe,user
Al-proj-1624,1 tonne,Aluminium,mix,36,4431,CN-Grid,1144,natural_gas,rail,470,92,34,39,India,user
Al-proj-1625,1 tonne,Aluminium,mix,87,2845,CN-Grid,843,natural_gas,ship,582,92,59,48,USA,user
Co-proj-1626,1 tonne,Copper,primary,28,10062,US-Grid,1407,oil,rail,1743,96,31,19,India,predicted
Co-proj-1627,1 tonne,Copper,secondary,42,7898,CN-Grid,1724,oil,truck,819,94,57,5,Europe,predicted
Co-proj-1628,1 tonne,Copper,mix,31,5726,IN-Grid,1553,natural_gas,ship,713,91,44,11,Europe,predicted
Co-proj-1629,1 tonne,Copper,primary,90,21347,IN-Grid,1979,oil,truck,1884,96,75,9,India,extracted
Co-proj-1630,1 tonne,Copper,mix,23,1421,EU-Grid,1214,natural_gas,ship,746,92,27,6,Europe,user
Co-proj-1631,1 tonne,Copper,mix,86,3757,CN-Grid,1390,oil,ship,1465,95,38,43,India,extracted
Co-proj-1632,1 tonne,Copper,mix,89,3254,US-Grid,171,oil,truck,900,93,21,27,USA,predicted
Al-proj-1633,1 tonne,Aluminium,primary,40,13392,IN-Grid,880,coal,ship,385,97,65,40,Europe,extracted
Al-proj-1634,1 tonne,Aluminium,primary,80,9773,US-Grid,817,oil,rail,214,89,72,22,India,predicted
Co-proj-1635,1 tonne,Copper,secondary,52,4829,IN-Grid,1412,coal,ship,951,99,66,5,India,predicted
Al-proj-1636,1 tonne,Aluminium,primary,56,7313,IN-Grid,1499,biomass,rail,1432,86,39,17,USA,extracted
Al-proj-1637,1 tonne,Aluminium,mix,64,3183,US-Grid,412,coal,rail,629,92,63,10,India,user
Al-proj-1638,1 tonne,Aluminium,secondary,77,1670,US-Grid,759,coal,truck,1741,98,37,21,India,extracted
Al-proj-1639,1 tonne,Aluminium,secondary,23,1225,IN-Grid,407,coal,ship,177,99,67,23,China,user
Co-proj-1640,1 tonne,Copper,secondary,73,3551,IN-Grid,1898,coal,truck,1777,88,77,40,India,user
Al-proj-1641,1 tonne,Aluminium,secondary,66,586,CN-Grid,1764,coal,truck,776,99,95,24,USA,extracted
Al-proj-1642,1 tonne,Aluminium,primary,58,8080,US-Grid,787,oil,rail,217,90,36,49,Europe,extracted
Co-proj-1643,1 tonne,Copper,mix,73,4686,US-Grid,757,oil,ship,888,92,52,29,Europe,user
Co-proj-1644,1 tonne,Copper,mix,69,3520,US-Grid,1009,oil,rail,1773,94,47,20,USA,extracted
Al-proj-1645,1 tonne,Aluminium,secondary,86,3394,IN-Grid,831,coal,truck,224,86,37,32,India,extracted
Al-proj-1646,1 tonne,Aluminium,secondary,35,2096,CN-Grid,143,oil,truck,1016,96,52,26,Europe,predicted
Co-proj-1647,1 tonne,Copper,secondary,36,1202,CN-Grid,1267,coal,rail,1713,90,59,26,Europe,predicted
Al-proj-1648,1 tonne,Aluminium,mix,79,1323,CN-Grid,1330,biomass,truck,231,86,85,32,Europe,predicted
Co-proj-1649,1 tonne,Copper,primary,21,13038,CN-Grid,379,oil,rail,1619,97,57,8,China,extracted
Co-proj-1650,1 tonne,Copper,mix,59,5952,CN-Grid,626,biomass,ship,459,99,27,6,India,extracted
Al-proj-1651,1 tonne,Aluminium,primary,33,4390,CN-Grid,954,coal,rail,1233,85,42,12,India,extracted
Al-proj-1652,1 tonne,Aluminium,primary,39,3848,EU-Grid,1207,coal,rail,416,86,75,16,India,predicted
Co-proj-1653,1 tonne,Copper,secondary,59,4242,CN-Grid,858,oil,rail,1511,97,20,22,China,user
Al-proj-1654,1 tonne,Aluminium,primary,73,4652,US-Grid,1409,biomass,rail,234,89,42,6,Europe,predicted
Al-proj-1655,1 tonne,Aluminium,primary,82,7113,CN-Grid,1347,natural_gas,ship,1786,87,56,50,USA,extracted
Co-proj-1656,1 tonne,Copper,mix,24,4118,IN-Grid,857,coal,rail,612,95,42,18,Europe,predicted
Co-proj-1657,1 tonne,Copper,mix,60,3130,US-Grid,671,natural_gas,ship,1113,91,91,28,USA,predicted
Al-proj-1658,1 tonne,Aluminium,mix,43,876,IN-Grid,756,natural_gas,truck,1575,88,56,21,USA,extracted
Al-proj-1659,1 tonne,Aluminium,mix,20,2811,EU-Grid,1902,natural_gas,ship,744,86,51,43,USA,user
Al-proj-1660,1 tonne,Aluminium,mix,83,2241,CN-Grid,1222,oil,truck,1073,88,21,22,China,predicted
Co-proj-1661,1 tonne,Copper,secondary,76,3220,CN-Grid,212,coal,ship,1600,87,33,46,China,extracted
Al-proj-1662,1 tonne,Aluminium,primary,72,5442,IN-Grid,256,biomass,ship,882,87,55,31,USA,extracted
Co-proj-1663,1 tonne,Copper,secondary,55,7907,EU-Grid,1159,oil,truck,515,95,81,9,India,user
Co-proj-1664,1 tonne,Copper,primary,86,4384,EU-Grid,1926,natural_gas,truck,128,97,64,5,USA,user
Al-proj-1665,1 tonne,Aluminium,secondary,52,1806,CN-Grid,1507,biomass,truck,854,87,45,23,India,user
Co-proj-1666,1 tonne,Copper,mix,58,2165,EU-Grid,759,natural_gas,ship,1429,93,29,36,USA,user
